idScholar,title,authors,venue,year,ROW_ID
QeQ_GzJghOkJ,Meme Tags and Community Mirrors: Moving from Conferences to Collaboration,"R Borovoy, F Martin, S Vemuri, M Resnick, C  ",,,1159
jksvShQFa5kJ,Crm 1(XpoI) dependent nuclear export of the budding yeast transcription factor yAP-1 is sensitive to ,"S Kuge, T Toda, N Iizuka, A Nomoto","Genes to Cells,",1998,1160
7sh8NJV5TzoJ,Compiled by Salley Oberlin and Joyce Cox,C Yearbook,,1989,1161
viwFDMgbI2wJ,Two major Smad pathways in TGF-beta superfamily signalling,"K Miyazawa, M Shinozaki, T Hara, T Furuya, K  ","Genes to Cells,",2002,1162
P7rNnal06fEJ,The Case for Multi-tier Camera Sensor Networks,"P Kulkarni, D Ganesan, P Shenoy",,,1163
z8Fr00l4enkJ,Near-field investigations of the Landers earthquake sequence,"K Sieh, L Jones, E Hauksson, K Hudnut, D Eberhart- ","April to July,",,1164
WU6-kVi_33IJ,Parallel C Functions for the Alewife System. Alewife Memo 37,BH Lim,,1993,1165
url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000004/art00031,Predicting academic performance of college students in the United States and in Estonia,LW Anderson,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001,1166
F1hM1hj0CU8J,Removal of heavy metal ions and humic substances from water by ultrafiltration membranes,"M Kabsch-Korbutowicz, T Winnicki","ENVIRONMENT PROTECTION ENGINEERING,",1995,1167
ohyrjvpKDFUJ,Obstacle Detection Using a Deformable Model of Vehicles,"S Denasi, G Quaglia",Procs. IEEE Intelligent Vehicles Symposium,,1168
IrmQWySHNAsJ,Programming Application for Microsoft Windows,J Richer,,1999,1169
Z-V0UvEbPvYJ,The stress-producing working conditions of part-time faculty,JM Gappa,"New Directions for Teaching and Learning,",1987,1170
8nbZx7j7RAUJ,Determining Text Databases to Search in the Internet,"KLL Weiyi Meng, C Yu, X War&amp;, NR Yuhsi Chang",,,1171
kuQbULhm4dwJ,Estimation of Parameters in Nonlinear Distributed Systems,"HT BANKS, KA MURPHY","Proceedings of the 23rd Conference on Decision and Control,  &hellip;,",,1172
tJVZmx2wIRoJ,OZ+: an object-oriented database system,"SP Weiser, FH Lochovsky","Acm Press Frontier Series,",1989,1173
IVWPCLaGIPcJ,Ramakrishnan R. Livny M (1996) BIRCH: An Efficient Data Clustering Method for Very Large Database,T Zhang,Proceedings of the 1996 ACM SIGMOD International Conference ,,1174
KpzFM1k0BVkJ,"HB Hunt M,&quot; Processmg Ccmjuncuve Predwattes and Quertes'",DJ Rosenknmtz,"m Proc 6th Internattonal VLDB Conference, Montreal, Canada,  &hellip;,",,1175
0QMMDXdlsVIJ,Getting the best from formal methods,JB Wordsworth,"Information and Software Technology,",1999,1176
5BIgRdEmosgJ,Constraints for the Web,"A Borning, R Lin, K Marriott",,,1177
xHH0TBKf-DgJ,Training in East Germany: An Evaluation of the Effects on Employment and Earnings,"B Fitzenberger, H Prey","Unpublished manuscript,",,1178
HM5mZYGPMk8J,High-End Computing on SHV Workstations Connected with High Performance Network,"LP Huse, H Bugge",,,1179
TLpKPgfMMcgJ,Particle image velocimetry measurement of in-cylinder flow in internal combustion enginesÌ¢?? ,"Y Li, H Zhao, Z Peng, N Ladommatos","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2002,1180
url:http://portal.acm.org/citation.cfm%3Fid%3D1073204.1073322,Shape &amp; texture,D Ebert,"Proceedings of ACM SIGGRAPH 2005,",2005,1181
t-P6bEeSgHcJ,Laser Light Scattering 1Academic,B Chu,"San Diego,",,1182
6TenHqAYCQAJ,Measurement of the fission cross section ratios 223 Th/235 U and 234 U/235 U in the neutron energy  ,"BI Fursov, EY Baranov, MP Klemyshev, BF Samylin,  ",At.,,1183
K8h1DxXmpr4J,A Survey of EMS Users at DARCOM.,"RR Panko, RU Panko","Computer Networks,",,1184
aovCRhocZUcJ,Bluetooth-based sensor networks,"P Bonnet, A Beaufour, MB Dydensborg, M Leopold","ACM SIGMOD Record,",2003,1185
o6boeksbT-UJ,On the possibility of causal analysis of geophysical processes,SM Korotaev,"Geomagnetizm i Aeronomiia,",1992,1186
AWIqX2XPhI0J,Implementing Deductive Databases by Linear Programming,C Bell,,,1187
UvrUB-0xj2kJ,"detailed data cited in A Copper Bullet for Software Quality Improvement IEEE Computer, February 2004",M Blaha,"IEEE Computer,",2004,1188
url:http://www.geography.org.uk/journals/Journals.asp%3FarticleID%3D38,"Peter Jones, Daphne Comfort and David Hillier","P Geographer, T Geography","Geography,",2005,1189
EpNS_khXcvkJ,Wave scattering from rough surfaces,AG Voronovich,,1994,1190
1SCuBpKTvwUJ,The eCommerce Revolution,"S Steward, J Callaghan, T Rea","BT Technology Journal,",1999,1191
2aMnUkPpN6IJ,3-Dimensional Software Modelling,"Y Gil, S Kent",,1998,1192
vrPncxDR7pIJ,UMTSÌ¢??the mobile part of broadband communications for the next century,"AJ Clapton, NC Lobley, S Dutnall, MI Dando, P  ","BT Technology Journal,",1998,1193
NUoSnHVB3mAJ,Teaching and Learning about Other Countries: Generic Activities for Any Country.,"G DeCoker, M Roche","Social Studies and the Young Learner,",1990,1194
9Jm6n2g8-A4J,A numerical comparison of 2D resistivity imaging with eight electrode arrays,"T Dahlin, Z Bing","Procs. EEGSÌ¢??01, Birmingham,",,1195
HUlazBB0e4MJ,Amoebic liver abscess,OP Kapoor,,,1196
apz2mcuGybUJ,Generation of neo-tendon using synthetic polymers seeded with tenocytes,"Y Cao, JP Vacanti, X Ma, KT Paige","TRANSPLANTATION PROCEEDINGS,",1994,1197
odTLs54Ndu0J,The USENET Cookbook - an Experiment in Electronic Publishing,BK Reid,,,1198
Aw-FkjehDWQJ,An adaptive automated web browsing (tech report sidl-wp-1995-0023,"YM Balbanovic, Y Yun","Technical report, Dept. Of Computer Science, Stanford University",,1199
kwyhOo5rlJ8J,Web-based casinos are beating the odds,K Nash,,,1200
EdptOa1wBe0J,"Integrity Considerations for Secure Computer Systems, The MlTRE Corp., Report No. MTR-3153 Revision  ",KJ Biba,"Technical Report ESD-TR-76-372, Bedford, Massachusetts, April ",,1201
H37rgyt5p-kJ,Evidence and Possible Causes,W Traffic,Proc. ACM,,1202
vSWSMSSao4sJ,"Standards in Practice, Grades K-2",LK Crafton,,,1203
itN9AnHM0A8J,Closure of the nuclear fuel cycle: valence of actinides and safety,"VM Poplavskii, VI Matveev, NS Rabotnov",At.,,1204
cEHWiuGUswkJ,Gadolinium-enhanced MRI in central nervous system BehÌÄå_et's disease,"E Erdem, R Carlier, ABC Idir, PO Masnou, A  ","Neuroradiology,",1993,1205
R4GBIfrB0C4J,A new statistical approach to timing analysis of VLSI circuits,"RB Lin, MC Wu",,,1206
 ,An Empirical Analysis of Information Sytems Changes,J Heales,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON INFORMATION  &hellip;,",1995,1207
url:http://doi.wiley.com/10.1002/ev.1311,Where angels fear to tread and why,RA Berk,"New Directions for Program Evaluation,",1982,1208
FNslZpFOPRQJ,Management of technology IVÌ¢??the creation of wealth,"T Khalil, B Bayraktar","&hellip;  of the Fourth International Conference on Management of  &hellip;,",,1209
8csLfocW5QsJ,The distributed sediment budget model and watershed management in the Paleozoic Plateau of the upper ,SW Trimble,"Physical Geography,",,1210
RD9ubUNQl-QJ,Lactate production under fully aerobic conditions: the lactate shuttle during rest and exercise,GA Brooks,"Fed Proc,",1986,1211
ErURBX5TKRcJ,Energy saving and capacity improvement potential of power control in multi-hop wireless networks,"J Monks, JP Ebert, WMW Hwu, A Wolisz","Computer Networks,",2003,1212
kHjfIGNQh-oJ,Transputer control of a Puma 560 robot via the virtual bus,RW Daniel,,,1213
7b9GBBVZYGYJ,Over half of the women on public assistance in Washington reported physical and sexual abuse as  ,"P Roper, G Weeks","Seattle: Washington State Institute for Public Policy,",,1214
L94bp5i7s8gJ,Disaster could endanger chip industry.,P Kallender,"Electronic News,",,1215
Kj2M_O5kVZcJ,Extreme Divergence of Mitochondrial DNA within Species of Pulmonate Land Snails,"D Thomaz, A Guiller, B Clarke","Proceedings: Biological Sciences,",1996,1216
dYLoII0SKa8J,Power-aware virtual base stations for wireless mobile ad hoc communications,"A Safwat, H Hassanein, H Mouftah","Computer Networks,",2003,1217
cspzx3vg0hkJ,Pricing Patterns in the Online CD Market: An Empirical Study,FF TANG,"Electronic Markets,",2001,1218
LJeRTmGqu0YJ,Business Networking in the Swatch Group,R ALT,"Electronic Markets,",1999,1219
p23sBFjoII8J,"Department of Agricultural and Resource Economics, 2200 Symons Hall, University of Maryland, College ",PLJ Olson,,,1220
1MUGeyzTtpUJ,Palomar adaptive optics project: status and performance,Proc. SPIE,,,1221
WyCQmiQwZbMJ,"Smith. BL (1990). Learning communities: Building connections among disciplines, students and faculty","F Gabelnick, J MacGregor, R Matthews",New Directions in Teaching and,,1222
cTh4ilmVvuoJ,Scope grope,A LaPlante,"Computerworld,",,1223
UdIGV5Q02PgJ,On Methods for Efficient Pyramid Construction,"C Knudsen, HI Christensen",Procs. of 7th Scandinavian Conference on Image,,1224
vb-JI9pZ98AJ,Conflicting expertise and uncertainty: Quality assurance in high-level radioactive waste management,"MR Fitzgerald, AS McCabe","New Directions for Program Evaluation,",1991,1225
url:http://www.geography.org.uk/journals/Journals.asp%3FarticleID%3D145,Kenny Lynch,"P Geographer, T Geography",,,1226
lsY_rXfEDDIJ,Apply data mining techniques to a health insurance information system,"M Viveros, J Nerahos, M Rothman",,,1227
PcMqnvwNcBIJ,Practical data-swapping: the first steps,SP Reiss,"ACM Transactions on Database Systems,",1984,1228
F8AfimazwXQJ,On the destructive mechanical effects of the gas bubbles liberated by the passage of intense sound  ,FD Smith,"Phil. Mag,",,1229
3-tfztnHynQJ,Algorithm 432: Solution of the matrix equation AX+ XB= C,"RH Bartels, GW Stewart","Comm. ACM,",,1230
xcwQARsnK4gJ,and J. Yu. Client-Server Paradise,"DJ Dewitt, N Kabra, J Luo, JM Pate","Proceedings ofthe Twentieth International Conference on Vey  &hellip;,",,1231
kP_3CPsPGP0J,Syghronec Oikonomikec Skeqeic twn Arhaiwn Ellunwn (Contemporary Economic Thoughts of Ancient Greeks),A Kanelopoulos,,1996,1232
IflA7tO00BoJ,Loop fusion for clustered VLIW architectures,"Y Qian, S Carr, P Sweany",,,1233
9nvHLQAOuGUJ,Asymptotic analysis for a two-scales penalization method in fluid dynamics,G Carbou,,,1234
LLrTmOV18FUJ,An exact algorithm for the min-interference frequency assignment problem,"V Maniezzo, R Montemanni","Submitted for publication,",1999,1235
OVq67MiPMjcJ,E  cient Fair Queueing using De  cit Round Robin,"M Shreedhar, G Varghese","Proceedings of ACM SIGCOMM,",1995,1236
d5qlOGQJgm8J,Business must fill educational gap,J Akers,"Computerworld,",,1237
zz4vXtAff3AJ,Ignition and extinction of homogeneousÌ¢??heterogeneous combustion: CH 4 and C 3 H 8 oxidation on Pt,"X Song, WR Williams, LD Schmidt, R Aris","Proceedings of the 23rd International Symposium on  &hellip;,",,1238
rNu93TfKkd4J,QC-Trees: An Efficient Summary Structure for Semantic OLAP.,"LVS Lakshmanan, J Pei, Y Zhao","SIGMOD Conference,",2003,1239
s4PbZOOvdAQJ,Contemporary American Fiction: Harvey Swados and Leslie Fiedler,H Feinstein,"Wisconsin Studies in Contemporary Literature,",1961,1240
qhHZQJwSm7kJ,The Notre Dame Long-Range Plan.,TO'Meara,"New Directions for Higher Education,",1984,1241
QWvbkNWK4S4J,Wright. PG Infared Photometric Measurement of the Saturation Temperature and Supersaturation,Q Guangfeng,"Proc. Int. Soc. Sugar Cane Technol., 21st congress. March,",,1242
vX3zhfwtZ2wJ,Handling Summary Information in a Database Denvability,H Sato,Proc ACM,,1243
OTX-4FYUeA0J,Investigation of interfacial segregation in steels using multivariate analysis of EDX spectra,"JM Titchmarsh, S Dumbill, IA Vatter","Proc 29th Annual Conf. MAS,",,1244
PUANui4feQMJ,Management Information Systems towards the new economy: The new digital enterprise,SP Anastasiades,"Alfa Scientific Books Editions, Athens, Greece",,1245
gWlQx3eo0Y0J,The implication problem for inclusion dependencies: A graph approach,"R Missaoui, R Godin","ACM SIGMOD Record,",1990,1246
CnYPoBHLX58J,The complexity-extremity effect and age-based stereotyping,PW Linville,"Journal of Personality and Social Psychology,",,1247
TCPQyO9XYjkJ,DESSIS-ISE,AG ISE,"Zurich, Switzerland,",,1248
GcfhdpKuKykJ,The Fluoroquinolones,RC Walker,"MAYO CLINIC PROCEEDINGS,",1999,1249
c38zjmKdgFkJ,Evaluation of Probabilistic Queries over Imprecise Data in Constantly-Evolving Environments,"R Cheng, DV Kalashnikov, S Prabhakar",,,1250
FJ3gBFAhaFIJ,The Onset of Solar Cycle 23 at 1 AU and at 70 AU,"FB McDonald, N Lal, RE McGuire","Proc. 26th Int. Cosmic Ray Conf,",1999,1251
dr5FTS35odgJ,"Interactive voice, facsimile and TouchTone dialogues",BA Cross,"BT TECHNOLOGY JOURNAL,",1994,1252
htMO0uWGzvoJ,Refining Top-k Selection Queries based on User Feedback,"K Chakrabarti, K Porkaew, S Mehrotra",VLDB,2000,1253
DDL9s4bKlyQJ,Motivated inference: Self-serving generation and evaluation of causal theories,Z Kunda,"Journal of Personality and Social Psychology,",,1254
wh13p1_Kd2EJ,Virtual try-on in a department store,"B Spanlang, T Vassilev, BF Buxton","Eurasia Tex, Athens, Greece, November,",,1255
7-3wLdZms7QJ,"CleÌâå_ ment, N., and Coujou, A., 1999","M Jouiad, F Pettinari",Phil.,,1256
KghUGOOZd2MJ,Calculation procedures for differential propagation phase shift,EA Mueller,"&hellip; on Radar Meteorology, Zurich, Switzerland, Amer. Meteor. Soc,",,1257
twQNwr-jFmoJ,"andez, and D. Suciu. Storing semistructured data with STORED","A Deutsch, M Fern","&hellip;  of the ACM SIGMOD International Conference on Management of &hellip;,",,1258
hRWz5_50G6UJ,Greedy iterative multiuser detection for turbo coded multiuser communications,"B Vojcic, A AlRustamani, A Damnjanovic",Proc. Int. Conf.,,1259
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101369%26type%3Dpdf,Threading Stories and Generating Topic Structures in News Videos across Different Sources,X Wu,"Proceedings of the 13th annual ACM international conference  &hellip;,",2005,1260
Tp1dh6EC-6sJ,Programmable mobile networks,"AT Campbell, ME Kounavis, RRF Liao","Computer Networks,",1999,1261
C8cOjHAkhhgJ,Engineering of expert systems.,LS de Jong,"Information and Software Technology,",1988,1262
cYuXbyLp32MJ,A protection relay for generator stator windings,"X Yin, P Crossley",Proc. 29th Univ. Power Eng.,,1263
LaK6fU5r9psJ,Microsoft SQL Server 7.0 Performance Tuning Guide,H Lau,,,1264
T988dY3zkdsJ,Moderators of Self-Other Agreement: Reconsidering Temporal Stability in Personality,"JC Biesanz, SG West, WG Graziano","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1998,1265
a7N-vCBQytsJ,Configurable Processors for Embedded Computing,"N Dutt, K Choi",,,1266
JHVWab3P4zIJ,An Orthogonally Persistent Java TM,"MP Atkinson, MJ Jordan, T Printezis, S Spence","SIGMOD RECORD,",1996,1267
f7zGBwockWYJ,Material Flows Analysis for France,G Chabannes,,1998,1268
PrJQxqXiSAkJ,NOAA Air Resources Laboratory: Silver Spring,"RR Draxler, GD Rolph","MD,",,1269
url:http://www.springerlink.com/index/B54RX62855483632.pdf,Overcoming the challenges in deploying user provisioning/identity access management backbone,"M Becker, M Drew","BT Technology Journal,",2005,1270
FesYM2dcWWUJ,Enterprise Integration TechnologiesÌ¢??What is it and what can it do for me?,"S Vodicka, NC Cary",,,1271
OZD-0CszGO0J,Role of Protege Personality in Receipt of Mentoring and Career Success,"DB Turban, TW Dougherty","The Academy of Management Journal,",1994,1272
6MY_fFzgHtgJ,"Report on the first international conference on ontologies, databases and applications of semantics  ",K Aberer,"ACM SIGMOD Record,",2003,1273
8sohtsoGrycJ,SchemaSQL {a Language for Querying and Restructuring multidatabase systems. In Proc. IEEE Int. Conf. ,"LVS Lakshmanan, F Sadri, IN Subramanian","Bombay, India, September,",,1274
6mbLYHEFlygJ,Let's interface,J Salemi,"PC Magazine, June,",,1275
fj7B9icFVXsJ,Quality assurance for welding of Japanese welded beam-to-column connections,M Nakashima,"Procs. of Third Inter. Conf. on Behavior of Steel Struct. in &hellip;,",,1276
NPRyZ1nLM4IJ,Method to estimate parameter values in software prediction models,"Y Miyazaki, A Takanou, H Nozaki, N Nakagawa, K  ","Information and Software Technology,",1991,1277
Y6Aado-vAS0J,Extending Database Relations to Capture More Meaning,E Codd,"ACM-TODS, Dec,",,1278
qXtUtp078_gJ,Using classroom assessment to change both learning and teaching,M Steadman,"New Directions for Teaching and Learning,",,1279
LjGWnDt3-i4J,Admissible Orders and Linear Forms,portal.acm.org,,,1280
6Yvk3ZCq5B4J,Defining data types in a database language,CJ Date,"ACM SIGMOD Record,",1988,1281
OitlmXstj3wJ,Environmental evangelist,J Kador,"Electronic Business,",,1282
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA7423811AH,Data reliability(error detection codes for digital transmission),SG POWERS,"&hellip;  Telemetering Conference, Washington, D. C, Proceedings,",1973,1283
5mQeIcsXuEMJ,"An Evening with Berferd in which a cracker is Lured, Endured, and Studied",B Cheswick,"USENIX proceedings, Jan,",1990,1284
vzaFqh1Cr00J,"TBAG: A High-Level, Fast-Turnaround 3D Animation System","C Elliott, G Schechter, R Yeung, S Abi-Ezzi","Proc. ACM SIGGRAPHÌ¢??94,",,1285
QAd3QL5atwUJ,Missing information (applicable and non-applicable) in relational databases,EF Codd,"ACM SIGMOD Rec,",,1286
mBXW3LL2rC0J,"F. d'Ovidio, E. Gummati, and GR SeeM,&quot; Analysis and Evaluation of a Neural Network Performing  ",M Alderighi,"Expert Systems and NeuralNetworks, Zurich, Switzerland, July,",,1287
LMo4h0gdnKoJ,Ì¢??Implementation of Views and Integrity Control by Query Modification,M Stonebraker,"Proc. 1975 ACM-SIGMOD Conference on Management of Data, San  &hellip;,",,1288
2bSk1LpncqMJ,Analytical Description of Spatial Patterns.,"A Getis, JHP Paelinck","Submitted for publication,",,1289
2EeNq89T2x8J,Maintenance of Association Rules: When to Update,"SD Lee, D Cheung","Proc. of SIGMOD WorkShop on Research Issues in Data Mining  &hellip;,",,1290
8FZoclKcEncJ,Switching osmolyte strategies: response of Methanococcus thermolithotrophicus to changes in external ,"RA Ciulla, DD Martin, PM Robinson, MF Roberts",Submitted for,,1291
mH0XY3h8UlcJ,Query Optimization in the Presence of Limited Access Patterns,"A Levy, I Manolesu, D Suciu, D Florescu","Proc. of ACM SIGMOD Conf. on Management of Data,",,1292
uwGRgxWWCtUJ,Database and Information Systems Research Database and Information Systems Research for Semantic Web ,"A Sheth, R Meersman",,,1293
VHe8B68mRZ4J,Agricultural Geography and the Political Economy Approach: A Review,"T Marsden, R Munton, N Ward, S Whatmore","Economic Geography,",1996,1294
QFeUfn2QS5EJ,"FA and Tanca, L.(2004): A contextaware methodology for very small data base design",CS Bolchini,SIGMOD,,1295
SbvW6G1eDSkJ,"H. Piiahesh,Ì¢??Extensible Query Processing in StarburstÌ¢??","L Haas, JC Freytag, GM Lohrnan","Proceedings of the 1989 SIGMOD Conference, May,",,1296
Jz0lp45iT_sJ,Locking Primitives in a Database System,HF Korth,"Journal of the ACM (JACM),",1983,1297
